Sistema de Informações Hidrológicas
Versão Web 3.0
© 2018 Agência Nacional de Águas (ANA)

NivelConsistencia: 1 = Bruto, 2 = Consistido

Restrições da consulta:
Código da Estação:66120000


EstacaoCodigo;NivelConsistencia;Data;Hora;NumMedicao;Cota;Vazao;AreaMolhada;Largura;VelMedia;Profundidade;datains;dataalt;respalt;tecnico;medidorvazao
66120000;1;30/08/1973;01/01/1900 07:00:00;19;277;217;518;120,00;0,420;4,33;;;;;;
66120000;1;11/10/1973;01/01/1900 07:00:00;20;273;229;513;121,00;0,440;4,25;;;;;;
66120000;1;14/02/1974;01/01/1900 07:00:00;21;432;461;663;119,00;0,720;5,57;;;;;;
66120000;1;02/06/1974;01/01/1900 07:00:00;22;492;457;787;127,00;0,580;6,19;;;;;;
66120000;1;19/08/1974;01/01/1900 07:00:00;23;400;314;646;124,00;0,500;5,21;;;;;;
66120000;1;10/09/1974;01/01/1900 07:00:00;24;367;313;610;125,00;0,510;4,88;;;;;;
66120000;1;24/01/1975;01/01/1900 07:00:00;25;410;415;705;131,00;0,590;5,38;;;;;;
66120000;1;08/04/1975;01/01/1900 07:00:00;26;478;536;799;127,00;0,670;6,29;;;;;;
66120000;1;30/08/1975;01/01/1900 07:00:00;27;392;327;615;129,00;0,530;4,77;;;;;;
66120000;1;03/02/1976;01/01/1900 07:00:00;28;444;495;744;129,00;0,660;5,76;;;;;;
66120000;1;03/10/1976;01/01/1900 07:00:00;29;393;346;681;122,00;0,510;5,56;;;;;;
66120000;1;19/03/1977;01/01/1900 07:00:00;30;514;472;789;132,00;0,597;5,97;;;;;;
66120000;1;04/05/1977;01/01/1900 07:00:00;31;496;472;777;129,00;0,607;6,01;;;;;;
66120000;1;26/06/1977;01/01/1900 07:00:00;32;475;473;746;130,00;0,634;5,74;;;;;;
66120000;1;12/08/1977;01/01/1900 07:00:00;33;429;385;698;130,00;0,552;5,38;;;;;;
66120000;1;19/10/1977;01/01/1900 07:00:00;34;398;336;649;124,00;0,518;5,22;;;;;;
66120000;1;19/12/1977;01/01/1900 07:00:00;35;401;355;682;128,00;0,521;5,34;;;;;;
66120000;1;24/04/1978;01/01/1900 07:00:00;36;510;517;804;135,00;0,643;5,96;;;;;;
66120000;1;09/06/1978;01/01/1900 07:00:00;37;482;493;771;125,00;0,640;6,19;;;;;;
66120000;1;21/08/1978;01/01/1900 07:00:00;38;409;359;654;129,00;0,549;5,06;;;;;;
66120000;1;26/10/1978;01/01/1900 07:00:00;39;398;359;630;123,00;0,570;5,11;;;;;;
66120000;1;09/12/1978;01/01/1900 07:00:00;40;406;369;689;124,00;0,536;5,56;;;;;;
66120000;1;01/10/1994;01/01/1900 07:00:00;41;323;265;688,3;122,60;0,386;5,61;;;;;;
66120000;1;30/11/1994;01/01/1900 07:00:00;42;368;323;747,7;124,00;0,431;6,03;;;;;;
66120000;1;02/07/1996;01/01/1900 07:00:00;48;473;502;932,8;134,00;0,538;6,96;;;;;;
66120000;1;27/08/1998;01/01/1900 07:00:00;54;359;300;761,4;129,40;0,394;5,88;;;;;;
66120000;1;28/08/1998;01/01/1900 07:00:00;55;356;296;761,3;129,40;0,388;5,88;;;;;;
66120000;1;24/02/1995;01/01/1900 07:00:00;43;538;774;1010;153,00;0,767;6,60;;;;;;
66120000;1;23/05/1995;01/01/1900 07:00:00;44;508;635;1013;151,30;0,627;6,69;;;;;;
66120000;1;17/08/1995;01/01/1900 07:00:00;45;414;388;865,4;126,10;0,449;6,86;;;;;;
66120000;1;15/11/1995;01/01/1900 07:00:00;46;333;290;733;123,30;0,395;5,95;;;;;;
66120000;1;27/02/1996;01/01/1900 07:00:00;47;486;579;902,6;137,10;0,642;6,58;;;;;;
66120000;1;07/10/1996;01/01/1900 07:00:00;49;347;312;790,2;124,00;0,395;6,37;;;;;;
66120000;1;13/12/1996;01/01/1900 07:00:00;50;404;385;841,9;126,80;0,458;6,75;;;;;;
66120000;1;25/05/1997;01/01/1900 07:00:00;51;507;643;1128;142,00;0,570;7,94;;;;;;
66120000;1;20/08/1997;01/01/1900 07:00:00;52;422;405;901,3;131,20;0,449;6,87;;;;;;
66120000;1;20/02/1998;01/01/1900 07:00:00;53;444;454;905,5;131,80;0,501;6,87;;;;;;
66120000;1;18/02/1999;01/01/1900 07:00:00;56;486;590;889,6;134,20;0,663;6,63;;;;;;
66120000;1;19/05/1999;01/01/1900 07:00:00;57;501;604;893,4;138,00;0,676;6,47;;;;;;
66120000;1;25/08/1999;01/01/1900 07:00:00;58;339;283;704,5;129,10;0,402;5,46;;;;;;
66120000;1;18/11/1999;01/01/1900 07:00:00;59;356;296;715,3;129,80;0,414;5,51;;;;;;
66120000;1;24/02/2000;01/01/1900 07:00:00;60;417;396;796,6;132,20;0,497;6,03;;;;;;
66120000;1;09/05/2001;01/01/1900 07:30:00;26;473;514,115;832,51;135,20;0,618;6,16;;;;;;
66120000;1;16/08/2001;01/01/1900 07:50:00;27;310;249,472;623,95;127,00;0,400;4,91;;;;;;
66120000;1;21/11/2001;01/01/1900 07:10:00;28;364;312,089;666,73;130,70;0,468;5,10;;;;;;
66120000;1;06/04/2002;01/01/1900 07:10:00;29;527;651,254;885,62;156,20;0,735;5,67;;;;;;
66120000;1;18/07/2002;01/01/1900 08:00:00;30;417;368,267;766,28;131,60;0,481;5,82;;;;;;
66120000;1;22/10/2002;01/01/1900 13:20:00;31;295;238,926;612,06;126,10;0,390;4,85;;;;;;
66120000;1;30/01/2003;01/01/1900 08:45:00;32;394;378,768;735,35;130,00;0,515;5,66;;;;;;
66120000;1;22/04/2003;01/01/1900 11:40:00;33;515;665,089;909,18;155,10;0,732;5,86;;;;;;
66120000;1;04/09/2003;01/01/1900 11:30:00;34;330;271,263;698,05;129,00;0,389;5,41;;;;;;
66120000;2;16/10/1967;01/01/1900 07:00:00;1;232;185;551;107,00;0,340;5,15;;;;;;
66120000;2;16/10/1968;01/01/1900 07:00:00;2;240;184;508;112,00;0,360;4,53;;;;;;
66120000;2;24/01/1969;01/01/1900 07:00:00;3;378;318;630;118,00;0,500;5,34;;;;;;
66120000;2;04/03/1969;01/01/1900 07:00:00;4;406;402;717;125,00;0,560;5,74;;;;;;
66120000;2;15/05/1969;01/01/1900 07:00:00;5;401;392;759;136,00;0,520;5,58;;;;;;
66120000;2;10/06/1969;01/01/1900 07:00:00;6;372;297;648;125,00;0,450;5,18;;;;;;
66120000;2;15/09/1969;01/01/1900 07:00:00;7;210;175;459;120,00;0,380;3,82;;;;;;
66120000;2;06/11/1969;01/01/1900 07:00:00;8;256;207;496;123,00;0,420;4,03;;;;;;
66120000;2;05/05/1970;01/01/1900 07:00:00;10;456;476;795;134,00;0,600;5,03;;;;;;
66120000;2;09/06/1970;01/01/1900 07:00:00;11;429;405;709;154,00;0,560;4,60;;;;;;
66120000;2;27/08/1970;01/01/1900 07:00:00;12;260;198;487;115,00;0,410;4,23;;;;;;
66120000;2;23/09/1970;01/01/1900 07:00:00;13;246;190;470;115,00;0,400;4,09;;;;;;
66120000;2;17/04/1971;01/01/1900 07:00:00;14;382;348;625;126,00;0,560;4,96;;;;;;
66120000;2;08/11/1971;01/01/1900 07:00:00;15;286;254;562;126,00;0,450;4,46;;;;;;
66120000;2;21/03/1972;01/01/1900 07:00:00;16;421;437;719;109,00;0,610;6,60;;;;;;
66120000;2;05/04/1973;01/01/1900 07:00:00;17;431;486;728;138,00;0,670;5,27;;;;;;
66120000;2;18/06/1973;01/01/1900 07:00:00;18;396;336;609;131,00;0,550;4,65;;;;;;
66120000;2;30/08/1973;01/01/1900 07:00:00;19;277;217;518;120,00;0,420;4,33;;;;;;
66120000;2;11/10/1973;01/01/1900 07:00:00;20;273;229;513;121,00;0,440;4,25;;;;;;
66120000;2;14/02/1974;01/01/1900 07:00:00;21;432;461;663;119,00;0,720;5,57;;;;;;
66120000;2;19/08/1974;01/01/1900 07:00:00;23;400;314;646;124,00;0,500;5,21;;;;;;
66120000;2;10/09/1974;01/01/1900 07:00:00;24;367;313;610;125,00;0,510;4,88;;;;;;
66120000;2;24/01/1975;01/01/1900 07:00:00;25;410;415;705;131,00;0,590;5,38;;;;;;
66120000;2;08/04/1975;01/01/1900 07:00:00;26;478;536;799;127,00;0,670;6,29;;;;;;
66120000;2;30/08/1975;01/01/1900 07:00:00;27;392;327;615;129,00;0,530;4,77;;;;;;
66120000;2;03/02/1976;01/01/1900 07:00:00;28;444;495;744;129,00;0,660;5,76;;;;;;
66120000;2;03/10/1976;01/01/1900 07:00:00;29;393;346;681;122,00;0,510;5,56;;;;;;
66120000;2;26/06/1977;01/01/1900 07:00:00;32;475;473;746;130,00;0,634;5,74;;;;;;
66120000;2;12/08/1977;01/01/1900 07:00:00;33;429;385;698;130,00;0,552;5,38;;;;;;
66120000;2;19/10/1977;01/01/1900 07:00:00;34;398;336;649;124,00;0,518;5,22;;;;;;
66120000;2;19/12/1977;01/01/1900 07:00:00;35;401;355;682;128,00;0,521;5,34;;;;;;
66120000;2;09/06/1978;01/01/1900 07:00:00;37;482;493;771;125,00;0,640;6,19;;;;;;
66120000;2;21/08/1978;01/01/1900 07:00:00;38;409;359;654;129,00;0,549;5,06;;;;;;
66120000;2;26/10/1978;01/01/1900 07:00:00;39;398;359;630;123,00;0,570;5,11;;;;;;
66120000;2;09/12/1978;01/01/1900 07:00:00;40;406;369;689;124,00;0,536;5,56;;;;;;
66120000;2;01/10/1994;01/01/1900 07:00:00;41;323;265;688,3;122,60;0,386;5,61;;;;;;
66120000;2;30/11/1994;01/01/1900 07:00:00;42;368;323;747,7;124,00;0,431;6,03;;;;;;
66120000;2;24/02/1995;01/01/1900 07:00:00;43;538;774;1010;153,00;0,767;6,60;;;;;;
66120000;2;23/05/1995;01/01/1900 07:00:00;44;508;635;1013;151,30;0,627;6,69;;;;;;
66120000;2;17/08/1995;01/01/1900 07:00:00;45;414;388;865,4;126,10;0,449;6,86;;;;;;
66120000;2;15/11/1995;01/01/1900 07:00:00;46;333;290;733;123,30;0,395;5,95;;;;;;
66120000;2;27/02/1996;01/01/1900 07:00:00;47;486;579;902,6;137,10;0,642;6,58;;;;;;
66120000;2;02/07/1996;01/01/1900 07:00:00;48;473;502;932,8;134,00;0,538;6,96;;;;;;
66120000;2;07/10/1996;01/01/1900 07:00:00;49;347;312;790,2;124,00;0,395;6,37;;;;;;
66120000;2;13/12/1996;01/01/1900 07:00:00;50;404;385;841,9;126,80;0,458;6,75;;;;;;
66120000;2;25/05/1997;01/01/1900 07:00:00;51;507;643;1128;142,00;0,570;7,94;;;;;;
66120000;2;20/08/1997;01/01/1900 07:00:00;52;422;405;901,3;131,20;0,449;6,87;;;;;;
66120000;2;20/02/1998;01/01/1900 07:00:00;53;444;454;905,5;131,80;0,501;6,87;;;;;;
66120000;2;27/08/1998;01/01/1900 07:00:00;54;359;300;761,4;129,40;0,394;5,88;;;;;;
66120000;2;28/08/1998;01/01/1900 07:00:00;55;356;296;761,3;129,40;0,388;5,88;;;;;;
66120000;2;18/02/1999;01/01/1900 07:00:00;56;486;590;889,6;134,20;0,663;6,63;;;;;;
66120000;2;19/05/1999;01/01/1900 07:00:00;57;501;604;893,4;138,00;0,676;6,47;;;;;;
66120000;2;25/08/1999;01/01/1900 07:00:00;58;339;283;704,5;129,10;0,402;5,46;;;;;;
66120000;2;18/11/1999;01/01/1900 07:00:00;59;356;296;715,3;129,80;0,414;5,51;;;;;;
66120000;2;24/02/2000;01/01/1900 07:00:00;60;417;396;796,6;132,20;0,497;6,03;;;;;;
66120000;2;14/06/2000;01/01/1900 07:00:00;23;466;501;842,3;137,70;0,595;6,25;;;;;;
66120000;2;23/08/2000;01/01/1900 07:00:00;24;330;280;676,5;128,70;0,414;5,26;;;;;;
66120000;2;22/11/2000;01/01/1900 07:20:00;25;359;316,302;698,78;130,20;0,453;5,37;;;;;;
66120000;2;09/05/2001;01/01/1900 07:30:00;26;473;514,115;832,51;135,20;0,618;6,16;;;;;;
66120000;2;16/08/2001;01/01/1900 07:50:00;27;310;249,472;623,95;127,00;0,400;4,91;;;;;;
66120000;2;21/11/2001;01/01/1900 07:10:00;28;364;312,089;666,73;130,70;0,468;5,10;;;;;;
66120000;2;06/04/2002;01/01/1900 07:10:00;29;527;651,254;885,62;156,20;0,735;5,67;;;;;;
66120000;2;18/07/2002;01/01/1900 08:00:00;30;417;368,267;766,28;131,60;0,481;5,82;;;;;;
66120000;2;22/10/2002;01/01/1900 13:20:00;31;295;238,926;612,06;126,10;0,390;4,85;;;;;;
66120000;2;30/01/2003;01/01/1900 08:45:00;32;394;378,768;735,35;130,00;0,515;5,66;;;;;;
66120000;2;22/04/2003;01/01/1900 11:40:00;33;515;665,089;909,18;155,10;0,732;5,86;;;;;;
66120000;2;04/09/2003;01/01/1900 11:30:00;34;330;271,263;698,05;129,00;0,389;5,41;;;;;;
66120000;1;26/11/2003;01/01/1900 11:40:00;35;361;333,974;740,57;129,50;0,451;5,72;;;;;;
66120000;2;26/11/2003;01/01/1900 11:40:00;35;361;333,974;740,57;129,50;0,451;5,72;;;;;;
66120000;1;23/09/2004;01/01/1900 08:35:00;36;289;243,262;669,06;127,30;0,364;5,26;;;;;;
66120000;2;23/09/2004;01/01/1900 08:35:00;36;289;243,262;669,06;127,30;0,364;5,26;;;;;;
66120000;1;23/06/2005;01/01/1900 08:25:00;37;424;384,312;796,01;132,90;0,483;5,99;;;;;;
66120000;1;04/10/2005;01/01/1900 06:10:00;38;291;250,932;617,05;128,40;0,407;4,81;;;;;;
66120000;1;28/09/2006;01/01/1900 14:30:00;39;309;324,268;754,54;127,30;0,431;5,90;;;;;;
66120000;1;05/07/2007;01/01/1900 14:40:00;40;419;460,702;870,55;135,70;0,529;6,42;;;;;;
66120000;1;01/11/2007;01/01/1900 07:40:00;41;333;300,973;739,16;128,00;0,407;5,77;;;;;;
66120000;1;02/09/2008;01/01/1900 07:30:00;43;301;333,25;717,714;128,20;0,464;5,60;;;;;;
66120000;1;17/05/2008;01/01/1900 09:15:00;42;516;610,292;1024,81;146,20;0,596;7,01;;;;;;
66120000;1;04/12/2008;01/01/1900 18:00:00;44;299;264,266;707,88;128,80;0,373;5,50;;;;;;
66120000;1;01/07/2009;01/01/1900 07:25:00;45;465;466,149;875,69;136,10;0,532;6,43;;;;;;
66120000;1;23/09/2009;01/01/1900 16:38:00;45;288;252,813;544,59;107,70;0,464;5,06;;;;;;
66120000;1;20/04/2010;01/01/1900 06:20:00;47;513;601,238;967,4;146,40;0,622;6,61;;;;;;
66120000;1;29/09/2010;01/01/1900 09:20:00;48;250;188,755;637,21;123,80;0,296;5,15;;;;;;
66120000;1;11/04/2011;01/01/1900 14:03:00;49;530;673,993;1024,68;148,50;0,658;6,90;;;;;;
66120000;1;04/08/2011;01/01/1900 15:35:00;50;366;428,047;881,06;133,20;0,485;6,61;;;;;;
66120000;1;16/11/2011;01/01/1900 17:32:00;51;288;234,427;773,13;132,10;0,303;5,85;;;;;;
66120000;1;27/03/2012;01/01/1900 16:14:00;52;445;406,588;935,322;136,60;0,435;6,85;;;;;;
66120000;1;19/09/2012;01/01/1900 13:55:00;53;250;174,182;643,9;131,10;0,271;4,91;;;;;;
66120000;1;05/12/2012;01/01/1900 16:14:00;54;329;256,603;730,369;132,80;0,351;5,50;;;;;;
66120000;1;28/04/2013;01/01/1900 15:28:00;55;502;514,308;966,1;138,54;0,532;6,97;;;;;;
66120000;1;01/08/2013;01/01/1900 15:46:00;56;400;301,742;827,309;132,93;0,365;6,22;;;;;;
66120000;1;01/11/2013;01/01/1900 07:40:00;57;308;224,137;716,041;132,05;0,313;5,42;;;;;;
66120000;1;11/04/2014;01/01/1900 07:17:00;58;522;586,734;990,256;143,82;0,593;6,89;;;;;;
66120000;1;14/08/2014;01/01/1900 13:44:00;59;453;388,69;961,027;135,66;0,404;7,08;;;;;;
66120000;1;22/11/2014;01/01/1900 08:20:00;60;356;251,33;800,279;131,35;0,314;6,09;;;;;;
66120000;1;14/04/2015;01/01/1900 07:25:00;61;496;534,439;955,8;136,95;0,559;6,98;;;;;;
66120000;1;21/11/2015;01/01/1900 07:47:00;63;357;261,651;768,762;133,02;0,340;5,78;;;;;;
66120000;1;26/04/2016;01/01/1900 16:05:00;64;493;507,102;936,54;138,21;0,541;6,78;;;;;;
66120000;1;10/08/2016;01/01/1900 07:50:00;65;320;207,219;736,991;132,79;0,281;5,55;;;;;;
66120000;1;11/11/2016;01/01/1900 17:34:00;66;310;211,193;705,814;131,89;0,299;5,35;;;;;;
66120000;1;14/04/2017;01/01/1900 07:22:00;67;517;589,69;130,369;130,37;0,693;6,53;;;;;;
66120000;1;01/07/2017;01/01/1900 07:31:00;68;470;435,68;968,572;138,03;0,450;7,02;;;;Paulo/Placídio;16;
66120000;1;13/10/2017;01/01/1900 16:55:00;69;303;207,76;641,92;107,57;0,330;5,97;;;;;0;
66120000;1;20/11/2017;01/01/1900 16:50:00;70;346;241;859,2;136,90;0,281;0,00;;;;Arthur/A.Leandro;6;
66120000;1;05/02/2018;01/01/1900 18:15:00;71;493;505,51;996,403;139,10;0,507;7,16;;;;Luis Carlos/Victor;16;
66120000;1;12/04/2018;01/01/1900 17:47:00;72;534;598,656;1012,092;142,40;0,592;7,11;;;;Placidio/Adolfo;16;
66120000;1;13/07/2018;01/01/1900 08:52:00;73;452;365;970,1;137,30;0,376;7,07;;;;Placídio/Robson;6;
66120000;1;23/10/2018;01/01/1900 15:29:00;74;330;222;789,6;129,80;0,281;6,08;;;;Paulo Gramacho/Elessandro;4;
