Sistema de Informações Hidrológicas
Versão Web 3.0
© 2018 Agência Nacional de Águas (ANA)

NivelConsistencia: 1 = Bruto, 2 = Consistido
MediaDiaria: 0 = Não, 1 = Sim
MetodoObtencaoVazoes: 1 = Curva de descarga, 2 = Transferência de vazões, 3 = Soma de vazões, 4 = ADCP
Status: 0 = Branco, 1 = Real, 2 = Estimado, 3 = Duvidoso, 4 = Régua Seca

Restrições da consulta:
Código da Estação:66090000


EstacaoCodigo;NivelConsistencia;Data;Hora;MediaDiaria;MetodoObtencaoVazoes;Maxima;Minima;Media;DiaMaxima;DiaMinima;MaximaStatus;MinimaStatus;MediaStatus;MediaAnual;MediaAnualStatus;Vazao01;Vazao02;Vazao03;Vazao04;Vazao05;Vazao06;Vazao07;Vazao08;Vazao09;Vazao10;Vazao11;Vazao12;Vazao13;Vazao14;Vazao15;Vazao16;Vazao17;Vazao18;Vazao19;Vazao20;Vazao21;Vazao22;Vazao23;Vazao24;Vazao25;Vazao26;Vazao27;Vazao28;Vazao29;Vazao30;Vazao31;Vazao01Status;Vazao02Status;Vazao03Status;Vazao04Status;Vazao05Status;Vazao06Status;Vazao07Status;Vazao08Status;Vazao09Status;Vazao10Status;Vazao11Status;Vazao12Status;Vazao13Status;Vazao14Status;Vazao15Status;Vazao16Status;Vazao17Status;Vazao18Status;Vazao19Status;Vazao20Status;Vazao21Status;Vazao22Status;Vazao23Status;Vazao24Status;Vazao25Status;Vazao26Status;Vazao27Status;Vazao28Status;Vazao29Status;Vazao30Status;Vazao31Status
66090000;2;01/11/1983;;1;1;700,209;473,283;569,035;30;6;1;1;1;;0;492,104;486,679;483,98;478,613;475,943;473,283;475,943;481,292;489,387;500,314;511,396;525,467;554,346;560,24;560,24;566,174;572,149;581,185;587,26;593,375;602,624;624,561;637,322;650,248;663,341;673,269;683,293;693,411;693,411;700,209;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
66090000;2;01/12/1983;;1;1;822,46;710,486;780,834;28;1;1;1;1;;0;710,486;720,859;727,827;731,327;738,36;741,893;750,634;761,376;761,376;766,789;772,229;777,698;772,229;772,229;772,229;772,229;783,194;794,271;794,271;805,461;805,461;811,099;811,099;811,099;816,765;816,765;816,765;822,46;822,46;822,46;822,46;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
66090000;2;01/01/1984;;1;1;839,718;816,765;827,822;26;25;1;1;1;;0;822,46;822,46;828,184;828,184;828,184;828,184;828,184;822,46;822,46;828,184;833,937;828,184;828,184;828,184;828,184;828,184;828,184;828,184;828,184;828,184;828,184;828,184;822,46;822,46;816,765;839,718;833,937;833,937;833,937;828,184;828,184;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
66090000;2;01/02/1984;;1;1;828,184;816,765;821,879;1;11;1;1;1;;0;828,184;828,184;828,184;822,46;822,46;822,46;822,46;822,46;828,184;822,46;816,765;816,765;816,765;816,765;816,765;816,765;822,46;828,184;828,184;828,184;828,184;822,46;822,46;822,46;816,765;816,765;816,765;816,765;816,765;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;;
66090000;2;01/03/1984;;1;1;863,135;805,461;823,696;30;14;1;1;1;;0;816,765;822,46;822,46;822,46;822,46;828,184;828,184;822,46;822,46;816,765;816,765;811,099;811,099;805,461;805,461;805,461;811,099;805,461;805,461;805,461;811,099;811,099;816,765;828,184;833,937;839,718;845,529;857,237;857,237;863,135;863,135;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
66090000;2;01/04/1984;;1;1;875,019;833,937;854,758;13;25;1;1;1;;0;869,063;869,063;863,135;857,237;857,237;857,237;851,368;851,368;851,368;857,237;863,135;869,063;875,019;875,019;875,019;869,063;863,135;857,237;857,237;851,368;845,529;845,529;845,529;839,718;833,937;833,937;833,937;833,937;839,718;851,368;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
66090000;2;01/05/1984;;1;1;845,529;734,839;800,886;1;31;1;1;1;;0;845,529;839,718;833,937;833,937;833,937;833,937;833,937;839,718;839,718;839,718;833,937;828,184;822,46;822,46;816,765;811,099;805,461;794,271;788,718;788,718;783,194;783,194;777,698;772,229;761,376;755,992;750,634;741,893;741,893;738,36;734,839;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
66090000;2;01/06/1984;;1;1;727,827;542,676;632,412;1;30;1;1;1;;0;727,827;724,338;720,859;717,39;710,486;703,624;686,655;679,941;673,269;663,341;653,506;647,001;640,538;634,116;627,736;621,396;615,098;608,841;602,624;599,531;596,448;593,375;587,26;581,185;575,151;569,156;563,202;557,288;548,491;542,676;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
66090000;2;01/07/1984;;1;1;536,9;424,533;474,28;1;27;1;1;1;;0;536,9;534,027;525,467;522,633;519,809;516,995;511,396;508,611;503,07;500,314;494,831;489,387;489,387;483,98;478,613;473,283;467,991;465,36;462,738;457,522;452,344;447,203;442,1;437,034;432,006;427,014;424,533;424,533;424,533;424,533;424,533;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
66090000;2;01/08/1984;;1;1;442,1;374,522;403,377;31;21;1;1;1;;0;424,533;422,06;419,596;417,142;414,697;409,835;409,835;407,417;409,835;409,835;409,835;407,417;397,838;395,466;390,749;388,404;383,741;381,423;379,114;379,114;374,522;383,741;386,068;388,404;393,103;400,219;407,417;414,697;424,533;432,006;442,1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
66090000;2;01/09/1984;;1;1;467,991;427,014;447,302;5;26;1;1;1;;0;449,769;457,522;462,738;465,36;467,991;457,522;454,928;452,344;444,647;439,563;432,006;432,006;432,006;437,034;442,1;447,203;457,522;462,738;465,36;460,125;452,344;444,647;439,563;434,516;434,516;427,014;432,006;439,563;444,647;449,769;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
66090000;2;01/10/1984;;1;1;522,633;381,423;433,845;31;19;1;1;1;;0;449,769;452,344;454,928;454,928;449,769;437,034;424,533;409,835;400,219;395,466;412,261;397,838;383,741;395,466;407,417;409,835;400,219;388,404;381,423;390,749;407,417;422,06;429,505;444,647;460,125;470,633;483,98;497,568;503,07;511,396;522,633;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
66090000;2;01/11/1984;;1;1;683,293;525,467;580,286;30;1;1;1;1;;0;525,467;534,027;534,027;545,578;554,346;551,413;551,413;539,783;545,578;542,676;542,676;542,676;542,676;545,578;551,413;554,346;581,185;575,151;584,218;587,26;596,448;611,964;611,964;615,098;627,736;640,538;656,773;663,341;669,949;683,293;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
66090000;2;01/12/1984;;1;1;783,194;690,028;752,736;30;1;1;1;1;;0;690,028;700,209;710,486;717,39;724,338;731,327;734,839;738,36;741,893;741,893;745,436;745,436;750,634;750,634;755,992;761,376;766,789;766,789;766,789;766,789;772,229;772,229;772,229;772,229;772,229;772,229;772,229;777,698;777,698;783,194;783,194;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
66090000;2;01/01/1985;;1;1;905,249;783,194;836,399;31;1;1;1;1;;0;783,194;783,194;783,194;788,718;794,271;794,271;794,271;799,852;805,461;811,099;816,765;816,765;816,765;822,46;833,937;839,718;845,529;845,529;851,368;851,368;845,529;851,368;863,135;869,063;875,019;875,019;887,022;887,022;893,068;899,143;905,249;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
66090000;2;01/02/1985;;1;1;929,972;851,368;886,013;2;21;1;1;1;;0;923,746;929,972;923,746;923,746;923,746;917,55;911,384;905,249;899,143;893,068;893,068;899,143;893,068;887,022;881,006;881,006;875,019;869,063;863,135;857,237;851,368;851,368;851,368;851,368;851,368;851,368;875,019;875,019;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;;;
66090000;2;01/03/1985;;1;1;1060,995;875,019;987,891;26;1;1;1;1;;0;875,019;881,006;887,022;893,068;893,068;899,143;911,384;917,55;929,972;942,515;955,181;967,97;980,882;993,919;1007,081;1020,368;1047,325;1047,325;1047,325;1040,538;1033,783;1040,538;1040,538;1033,783;1047,325;1060,995;1060,995;1054,144;1040,538;1033,783;1040,538;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
66090000;2;01/04/1985;;1;1;1033,783;881,006;948,977;1;29;1;1;1;;0;1033,783;1027,06;1007,081;1007,081;987,385;967,97;980,882;980,882;967,97;955,181;942,515;942,515;942,515;942,515;936,228;942,515;942,515;948,833;948,833;948,833;948,833;942,515;936,228;923,746;917,55;905,249;893,068;887,022;881,006;881,006;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
66090000;2;01/05/1985;;1;1;875,019;720,859;819,519;1;31;1;1;1;;0;875,019;869,063;869,063;863,135;863,135;863,135;863,135;863,135;875,019;875,019;869,063;863,135;857,237;851,368;845,529;839,718;828,184;822,46;816,765;811,099;799,852;788,718;783,194;772,229;761,376;755,992;745,436;738,36;731,327;724,338;720,859;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
66090000;2;01/06/1985;;1;1;713,933;560,24;628,53;1;30;1;1;1;;0;713,933;707,05;700,209;696,805;690,028;686,655;679,941;669,949;663,341;653,506;647,001;640,538;634,116;627,736;624,561;618,242;611,964;608,841;605,727;599,531;596,448;590,313;587,26;581,185;578,163;575,151;572,149;569,156;566,174;560,24;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
66090000;2;01/07/1985;;1;1;557,288;470,633;529,853;1;31;1;1;1;;0;557,288;557,288;554,346;554,346;551,413;548,491;548,491;548,491;545,578;539,783;536,9;534,027;534,027;536,9;539,783;539,783;539,783;539,783;539,783;536,9;534,027;528,311;525,467;519,809;511,396;503,07;497,568;489,387;483,98;478,613;470,633;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
66090000;2;01/08/1985;;1;1;467,991;397,838;429,784;1;31;1;1;1;;0;467,991;462,738;457,522;457,522;452,344;452,344;452,344;447,203;442,1;437,034;437,034;437,034;432,006;432,006;429,505;429,505;427,014;424,533;424,533;422,06;419,596;417,142;417,142;414,697;412,261;407,417;405,009;405,009;402,609;400,219;397,838;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
66090000;2;01/09/1985;;1;1;434,516;395,466;412,019;28;5;1;1;1;;0;397,838;397,838;397,838;397,838;395,466;395,466;402,609;409,835;414,697;417,142;419,596;417,142;414,697;412,261;409,835;409,835;409,835;409,835;409,835;409,835;407,417;407,417;414,697;424,533;424,533;422,06;422,06;434,516;432,006;422,06;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
66090000;2;01/10/1985;;1;1;516,995;405,009;447,736;31;10;1;1;1;;0;419,596;419,596;419,596;419,596;419,596;419,596;417,142;414,697;409,835;405,009;412,261;412,261;419,596;427,014;434,516;442,1;449,769;454,928;457,522;457,522;457,522;462,738;467,991;473,283;478,613;483,98;489,387;500,314;505,836;511,396;516,995;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
66090000;2;01/11/1985;;1;1;536,9;447,203;510,135;3;27;1;1;1;;0;522,633;528,311;536,9;536,9;536,9;536,9;531,164;531,164;531,164;531,164;536,9;536,9;536,9;536,9;534,027;531,164;528,311;525,467;519,809;516,995;511,396;497,568;481,292;465,36;454,928;454,928;447,203;452,344;454,928;457,522;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
66090000;2;01/12/1985;;1;1;486,679;365,447;428,415;31;15;1;1;1;;0;457,522;462,738;462,738;462,738;460,125;454,928;449,769;442,1;422,06;409,835;400,219;386,068;376,814;367,702;365,447;386,068;388,404;383,741;386,068;388,404;390,749;397,838;414,697;429,505;460,125;470,633;473,283;478,613;481,292;483,98;486,679;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
66090000;2;01/01/1986;;1;1;713,933;492,104;591,773;31;1;1;1;1;;0;492,104;516,995;516,995;516,995;522,633;525,467;528,311;525,467;525,467;531,164;539,783;545,578;554,346;563,202;569,156;581,185;590,313;599,531;608,841;618,242;624,561;634,116;643,764;656,773;666,64;676,6;679,941;690,028;690,028;696,805;713,933;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
66090000;2;01/02/1986;;1;1;863,135;731,327;814,115;28;1;1;1;1;;0;731,327;755,992;766,789;772,229;777,698;783,194;788,718;794,271;799,852;799,852;805,461;805,461;811,099;811,099;816,765;816,765;816,765;839,718;839,718;839,718;845,529;851,368;851,368;851,368;851,368;851,368;857,237;863,135;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;;;
66090000;2;01/03/1986;;1;1;875,019;839,718;859,193;18;5;1;1;1;;0;857,237;851,368;851,368;851,368;839,718;845,529;845,529;845,529;845,529;839,718;839,718;845,529;857,237;857,237;863,135;869,063;869,063;875,019;875,019;875,019;875,019;869,063;863,135;863,135;857,237;869,063;869,063;869,063;869,063;869,063;863,135;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
66090000;2;01/04/1986;;1;1;881,006;811,099;843,895;5;22;1;1;1;;0;863,135;863,135;869,063;875,019;881,006;881,006;881,006;881,006;881,006;875,019;869,063;863,135;857,237;845,529;839,718;839,718;833,937;828,184;822,46;816,765;816,765;811,099;811,099;811,099;811,099;811,099;816,765;822,46;822,46;816,765;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
66090000;2;01/05/1986;;1;1;816,765;734,839;766,742;1;31;1;1;1;;0;816,765;811,099;805,461;799,852;794,271;788,718;794,271;783,194;777,698;766,789;761,376;761,376;750,634;745,436;745,436;745,436;750,634;750,634;750,634;755,992;761,376;761,376;766,789;766,789;766,789;761,376;755,992;750,634;745,436;741,893;734,839;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
66090000;2;01/06/1986;;1;1;727,827;545,578;655,113;1;30;1;1;1;;0;727,827;720,859;713,933;703,624;696,805;686,655;686,655;683,293;683,293;686,655;686,655;686,655;686,655;683,293;679,941;676,6;669,949;663,341;656,773;650,248;640,538;630,921;621,396;608,841;596,448;587,26;575,151;563,202;554,346;545,578;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
66090000;2;01/07/1986;;1;1;534,027;422,06;462,391;1;31;1;1;1;;0;534,027;528,311;516,995;511,396;503,07;497,568;492,104;486,679;481,292;478,613;475,943;473,283;470,633;465,36;462,738;457,522;454,928;449,769;444,647;439,563;434,516;432,006;429,505;429,505;429,505;427,014;427,014;427,014;427,014;424,533;422,06;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
66090000;2;01/08/1986;;1;1;432,006;397,838;411,209;25;18;1;1;1;;0;419,596;417,142;414,697;414,697;414,697;414,697;412,261;412,261;409,835;409,835;407,417;407,417;405,009;405,009;402,609;402,609;400,219;397,838;397,838;405,009;412,261;414,697;414,697;424,533;432,006;424,533;414,697;412,261;407,417;407,417;412,261;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
66090000;2;01/09/1986;;1;1;478,613;393,103;440,833;13;30;1;1;1;;0;429,505;439,563;437,034;437,034;439,563;442,1;444,647;454,928;462,738;465,36;467,991;473,283;478,613;470,633;465,36;460,125;454,928;449,769;439,563;432,006;427,014;427,014;427,014;432,006;432,006;424,533;414,697;405,009;397,838;393,103;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
66090000;2;01/10/1986;;1;1;457,522;386,068;418,478;31;6;1;1;1;;0;388,404;388,404;388,404;390,749;388,404;386,068;386,068;386,068;407,417;419,596;414,697;417,142;419,596;424,533;427,014;429,505;424,533;422,06;414,697;407,417;409,835;419,596;427,014;434,516;442,1;444,647;447,203;452,344;452,344;454,928;457,522;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
66090000;2;01/11/1986;;1;1;452,344;367,702;409,545;1;13;1;1;1;;0;452,344;444,647;432,006;417,142;407,417;400,219;397,838;395,466;390,749;383,741;381,423;372,24;367,702;376,814;386,068;395,466;407,417;419,596;424,533;432,006;434,516;434,516;429,505;422,06;417,142;417,142;414,697;409,835;409,835;412,261;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
66090000;2;01/12/1986;;1;1;669,949;412,261;549,021;31;1;1;1;1;;0;412,261;419,596;432,006;447,203;462,738;473,283;486,679;500,314;511,396;522,633;531,164;539,783;545,578;551,413;554,346;554,346;557,288;563,202;566,174;569,156;575,151;581,185;587,26;596,448;605,727;618,242;627,736;640,538;653,506;663,341;669,949;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
66090000;2;01/01/1987;;1;1;731,327;640,538;673,698;31;20;1;1;1;;0;676,6;679,941;683,293;686,655;686,655;686,655;683,293;679,941;676,6;673,269;673,269;673,269;669,949;669,949;666,64;663,341;653,506;650,248;643,764;640,538;640,538;643,764;650,248;656,773;666,64;673,269;679,941;693,411;710,486;720,859;731,327;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
66090000;2;01/02/1987;;1;1;942,515;745,436;852,889;13;1;1;1;1;;0;745,436;761,376;783,194;805,461;828,184;845,529;857,237;875,019;887,022;899,143;917,55;929,972;942,515;936,228;923,746;905,249;887,022;863,135;845,529;828,184;822,46;822,46;828,184;828,184;833,937;839,718;822,46;816,765;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;;;
66090000;2;01/03/1987;;1;1;869,063;794,271;834,772;16;4;1;1;1;;0;799,852;799,852;799,852;794,271;794,271;794,271;799,852;811,099;816,765;822,46;828,184;839,718;845,529;857,237;863,135;869,063;869,063;869,063;869,063;869,063;863,135;851,368;845,529;839,718;839,718;839,718;839,718;833,937;845,529;839,718;828,184;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
66090000;2;01/04/1987;;1;1;845,529;772,229;802,451;2;30;1;1;1;;0;822,46;845,529;839,718;839,718;833,937;828,184;822,46;822,46;811,099;805,461;799,852;799,852;794,271;794,271;788,718;788,718;783,194;783,194;783,194;783,194;794,271;794,271;794,271;794,271;794,271;794,271;794,271;788,718;783,194;772,229;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
66090000;2;01/05/1987;;1;1;761,376;572,149;683,146;1;31;1;1;1;;0;761,376;755,992;750,634;738,36;731,327;727,827;724,338;713,933;710,486;710,486;707,05;703,624;700,209;700,209;696,805;693,411;690,028;690,028;686,655;679,941;673,269;666,64;660,052;653,506;640,538;630,921;618,242;608,841;596,448;584,218;572,149;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
66090000;2;01/06/1987;;1;1;563,202;519,809;536,424;1;8;1;1;1;;0;563,202;554,346;545,578;539,783;531,164;525,467;522,633;519,809;519,809;525,467;528,311;528,311;534,027;539,783;545,578;551,413;554,346;554,346;554,346;551,413;548,491;542,676;536,9;531,164;525,467;522,633;519,809;519,809;525,467;531,164;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
66090000;2;01/07/1987;;1;1;542,676;363,2;441,784;3;31;1;1;1;;0;536,9;539,783;542,676;542,676;539,783;534,027;525,467;511,396;497,568;483,98;467,991;457,522;444,647;437,034;429,505;422,06;417,142;407,417;402,609;397,838;393,103;390,749;388,404;383,741;379,114;376,814;374,522;372,24;369,967;365,447;363,2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
66090000;2;01/08/1987;;1;1;360,962;320,1;338,161;1;29;1;1;1;;0;360,962;358,733;354,301;352,098;349,904;349,904;347,719;347,719;347,719;345,543;345,543;343,375;343,375;341,216;341,216;341,216;339,065;336,923;334,79;332,666;330,55;328,443;326,345;326,345;324,255;324,255;324,255;322,173;320,1;320,1;322,173;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
66090000;2;01/09/1987;;1;1;320,1;299,838;310,851;1;22;1;1;1;;0;320,1;318,036;315,98;315,98;315,98;313,933;311,894;311,894;309,864;309,864;309,864;313,933;318,036;320,1;318,036;318,036;315,98;311,894;309,864;305,828;301,827;299,838;299,838;299,838;299,838;303,823;307,842;311,894;309,864;305,828;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
66090000;2;01/10/1987;;1;1;356,512;299,838;324,996;13;4;1;1;1;;0;301,827;303,823;301,827;299,838;299,838;299,838;309,864;322,173;330,55;341,216;347,719;352,098;356,512;356,512;352,098;341,216;332,666;324,255;315,98;311,894;311,894;309,864;309,864;313,933;318,036;324,255;324,255;326,345;334,79;343,375;356,512;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
66090000;2;01/11/1987;;1;1;473,283;363,2;415,291;26;1;1;1;1;;0;363,2;369,967;372,24;374,522;376,814;376,814;383,741;388,404;393,103;397,838;397,838;395,466;393,103;393,103;397,838;407,417;412,261;417,142;424,533;432,006;442,1;449,769;457,522;462,738;470,633;473,283;465,36;460,125;454,928;454,928;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
66090000;2;01/12/1987;;1;1;761,376;452,344;617,678;31;1;1;1;1;;0;452,344;457,522;473,283;483,98;505,836;505,836;516,995;525,467;539,783;554,346;569,156;584,218;599,531;608,841;615,098;624,561;630,921;634,116;647,001;656,773;673,269;690,028;696,805;707,05;713,933;724,338;738,36;750,634;750,634;755,992;761,376;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
66090000;2;01/01/1988;;1;1;993,919;766,789;885,634;25;1;1;1;1;;0;766,789;766,789;766,789;766,789;772,229;783,194;794,271;794,271;805,461;811,099;828,184;839,718;851,368;863,135;881,006;899,143;911,384;929,972;942,515;955,181;967,97;974,41;980,882;987,385;993,919;980,882;974,41;974,41;967,97;961,56;961,56;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
66090000;2;01/02/1988;;1;1;1074,794;923,746;981,967;20;11;1;1;1;;0;955,181;948,833;936,228;936,228;936,228;929,972;929,972;929,972;936,228;929,972;923,746;923,746;923,746;929,972;936,228;955,181;987,385;1020,368;1047,325;1074,794;1067,878;1047,325;1033,783;1027,06;1027,06;1033,783;1040,538;1047,325;1060,995;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;;
66090000;2;01/03/1988;;1;1;1109,86;1000,484;1067,98;3;31;1;1;1;;0;1081,742;1102,782;1109,86;1109,86;1095,736;1088,723;1081,742;1081,742;1088,723;1081,742;1088,723;1088,723;1088,723;1088,723;1081,742;1081,742;1081,742;1081,742;1074,794;1074,794;1067,878;1060,995;1054,144;1040,538;1040,538;1033,783;1027,06;1013,709;1007,081;1007,081;1000,484;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
66090000;2;01/04/1988;;1;1;1000,484;887,022;952,341;1;30;1;1;1;;0;1000,484;1000,484;1000,484;1000,484;1000,484;993,919;993,919;987,385;980,882;980,882;974,41;974,41;967,97;967,97;961,56;955,181;955,181;948,833;936,228;929,972;923,746;917,55;917,55;911,384;905,249;899,143;905,249;899,143;893,068;887,022;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
66090000;2;01/05/1988;;1;1;893,068;772,229;846,618;5;30;1;1;1;;0;887,022;887,022;887,022;887,022;893,068;893,068;887,022;887,022;881,006;875,019;875,019;869,063;869,063;869,063;863,135;863,135;857,237;851,368;845,529;845,529;839,718;828,184;816,765;805,461;794,271;794,271;788,718;783,194;777,698;772,229;772,229;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
66090000;2;01/06/1988;;1;1;766,789;637,322;703,28;1;30;1;1;1;;0;766,789;766,789;761,376;755,992;750,634;745,436;738,36;734,839;731,327;727,827;724,338;720,859;713,933;710,486;707,05;703,624;700,209;693,411;686,655;683,293;679,941;669,949;673,269;663,341;660,052;653,506;650,248;647,001;640,538;637,322;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
66090000;2;01/07/1988;;1;1;634,116;500,314;555,258;1;31;1;1;1;;0;634,116;627,736;618,242;611,964;605,727;596,448;590,313;584,218;581,185;575,151;569,156;563,202;557,288;551,413;548,491;545,578;545,578;542,676;539,783;536,9;534,027;531,164;528,311;525,467;522,633;516,995;511,396;508,611;505,836;503,07;500,314;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
