Sistema de Informações Hidrológicas
Versão Web 3.0
© 2018 Agência Nacional de Águas (ANA)

NivelConsistencia: 1 = Bruto, 2 = Consistido
MediaDiaria: 0 = Não, 1 = Sim
MetodoObtencaoVazoes: 1 = Curva de descarga, 2 = Transferência de vazões, 3 = Soma de vazões, 4 = ADCP
Status: 0 = Branco, 1 = Real, 2 = Estimado, 3 = Duvidoso, 4 = Régua Seca

Restrições da consulta:
Código da Estação:66090000


EstacaoCodigo;NivelConsistencia;Data;Hora;MediaDiaria;MetodoObtencaoVazoes;Maxima;Minima;Media;DiaMaxima;DiaMinima;MaximaStatus;MinimaStatus;MediaStatus;MediaAnual;MediaAnualStatus;Vazao01;Vazao02;Vazao03;Vazao04;Vazao05;Vazao06;Vazao07;Vazao08;Vazao09;Vazao10;Vazao11;Vazao12;Vazao13;Vazao14;Vazao15;Vazao16;Vazao17;Vazao18;Vazao19;Vazao20;Vazao21;Vazao22;Vazao23;Vazao24;Vazao25;Vazao26;Vazao27;Vazao28;Vazao29;Vazao30;Vazao31;Vazao01Status;Vazao02Status;Vazao03Status;Vazao04Status;Vazao05Status;Vazao06Status;Vazao07Status;Vazao08Status;Vazao09Status;Vazao10Status;Vazao11Status;Vazao12Status;Vazao13Status;Vazao14Status;Vazao15Status;Vazao16Status;Vazao17Status;Vazao18Status;Vazao19Status;Vazao20Status;Vazao21Status;Vazao22Status;Vazao23Status;Vazao24Status;Vazao25Status;Vazao26Status;Vazao27Status;Vazao28Status;Vazao29Status;Vazao30Status;Vazao31Status
66090000;2;01/09/1972;;1;1;225,361;193,821;208,948;3;16;1;1;1;;0;218,809;220,435;225,361;225,361;222,069;217,19;209,212;209,212;207,639;204,515;199,887;198,359;198,359;196,839;196,839;193,821;193,821;193,821;196,839;199,887;206,073;210,792;218,809;218,809;220,435;220,435;213,976;213,976;207,639;209,212;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
66090000;2;01/10/1972;;1;1;245,763;189,349;208,97;30;10;1;1;1;;0;204,515;201,422;196,839;193,821;193,821;192,323;192,323;192,323;190,833;189,349;190,833;193,821;195,326;196,839;201,422;202,965;204,515;207,639;210,792;215,579;215,579;215,579;217,19;218,809;220,435;225,361;230,356;237,125;242,284;245,763;242,284;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
66090000;2;01/11/1972;;1;1;372,24;220,435;275,121;30;7;1;1;1;;0;238,837;235,421;228,683;225,361;223,711;222,069;220,435;220,435;227,018;242,284;245,763;254,6;261,814;267,309;269,156;271,012;274,749;276,629;282,32;276,629;288,085;295,887;307,842;311,894;324,255;332,666;341,216;352,098;363,2;372,24;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
66090000;2;01/12/1972;;1;1;673,269;386,068;490,593;31;1;1;1;1;;0;386,068;388,404;393,103;400,219;405,009;409,835;417,142;422,06;422,06;422,06;424,533;434,516;444,647;457,522;457,522;457,522;460,125;492,104;497,568;514,191;519,809;525,467;539,783;569,156;572,149;584,218;602,624;615,098;640,538;660,052;673,269;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
66090000;2;01/01/1973;;1;1;727,827;679,941;711,44;25;1;1;1;1;;0;679,941;690,028;693,411;696,805;696,805;696,805;700,209;703,624;703,624;707,05;710,486;707,05;710,486;710,486;710,486;713,933;717,39;717,39;713,933;717,39;724,338;724,338;724,338;724,338;727,827;727,827;724,338;720,859;724,338;717,39;717,39;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
66090000;2;01/02/1973;;1;1;717,39;703,624;710,614;1;22;1;1;1;;0;717,39;717,39;713,933;713,933;710,486;710,486;713,933;710,486;710,486;710,486;710,486;710,486;710,486;710,486;710,486;710,486;710,486;710,486;710,486;710,486;710,486;703,624;703,624;707,05;703,624;710,486;710,486;713,933;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;;;
66090000;2;01/03/1973;;1;1;731,327;710,486;724,13;17;29;1;1;1;;0;713,933;717,39;724,338;724,338;724,338;724,338;727,827;727,827;727,827;727,827;727,827;727,827;724,338;724,338;727,827;727,827;731,327;731,327;731,327;731,327;727,827;727,827;727,827;727,827;724,338;724,338;717,39;713,933;710,486;710,486;710,486;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
66090000;2;01/04/1973;;1;1;710,486;534,027;632,329;1;30;1;1;1;;0;710,486;707,05;707,05;707,05;703,624;696,805;696,805;700,209;693,411;690,028;690,028;676,6;673,269;666,64;653,506;640,538;630,921;611,964;602,624;590,313;578,163;563,202;560,24;557,288;554,346;551,413;545,578;539,783;536,9;534,027;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
66090000;2;01/05/1973;;1;1;534,027;405,009;470,717;1;31;1;1;1;;0;534,027;525,467;516,995;511,396;505,836;505,836;503,07;503,07;500,314;497,568;494,831;494,831;492,104;486,679;481,292;475,943;473,283;467,991;462,738;457,522;452,344;447,203;442,1;437,034;429,505;424,533;419,596;417,142;414,697;412,261;405,009;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
66090000;2;01/06/1973;;1;1;397,838;309,864;339,794;1;30;1;1;1;;0;397,838;390,749;381,423;376,814;374,522;369,967;365,447;360,962;356,512;349,904;343,375;336,923;332,666;330,55;328,443;326,345;324,255;324,255;324,255;324,255;324,255;324,255;320,1;318,036;318,036;315,98;315,98;313,933;313,933;309,864;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
66090000;2;01/07/1973;;1;1;309,864;249,274;273,052;1;27;1;1;1;;0;309,864;305,828;303,823;301,827;299,838;297,858;295,887;291,969;288,085;286,155;284,233;282,32;278,518;276,629;274,749;271,012;267,309;263,637;261,814;258,191;254,6;252,817;252,817;252,817;252,817;252,817;249,274;249,274;249,274;249,274;249,274;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
66090000;2;01/08/1973;;1;1;245,763;209,212;228,868;1;30;1;1;1;;0;245,763;242,284;242,284;242,284;240,557;238,837;235,421;235,421;235,421;232,036;232,036;232,036;232,036;230,356;230,356;228,683;228,683;228,683;228,683;228,683;225,361;225,361;225,361;225,361;225,361;218,809;215,579;212,38;212,38;209,212;209,212;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
66090000;2;01/09/1973;;1;1;209,212;199,887;203,081;15;8;1;1;1;;0;206,073;206,073;206,073;206,073;202,965;202,965;202,965;199,887;199,887;199,887;202,965;202,965;202,965;202,965;209,212;209,212;209,212;202,965;202,965;202,965;202,965;202,965;202,965;202,965;199,887;199,887;199,887;199,887;199,887;199,887;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
66090000;2;01/10/1973;;1;1;228,683;199,887;213,679;27;1;1;1;1;;0;199,887;199,887;202,965;206,073;210,792;215,579;223,711;225,361;225,361;218,809;215,579;209,212;206,073;206,073;199,887;206,073;209,212;209,212;209,212;206,073;206,073;209,212;215,579;217,19;222,069;223,711;228,683;225,361;223,711;222,069;225,361;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
66090000;2;01/11/1973;;1;1;429,505;232,036;359,383;25;1;1;1;1;;0;232,036;242,284;249,274;256,392;259,998;263,637;276,629;305,828;318,036;330,55;336,923;347,719;372,24;390,749;395,466;390,749;386,068;386,068;400,219;407,417;414,697;419,596;422,06;427,014;429,505;429,505;429,505;427,014;422,06;412,261;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
66090000;2;01/12/1973;;1;1;587,26;381,423;472,957;31;7;1;1;1;;0;397,838;397,838;393,103;390,749;388,404;386,068;381,423;383,741;395,466;409,835;422,06;437,034;447,203;460,125;467,991;478,613;486,679;492,104;503,07;511,396;516,995;522,633;525,467;531,164;539,783;545,578;551,413;557,288;572,149;581,185;587,26;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
66090000;2;01/01/1974;;1;1;811,099;596,448;698,444;31;1;1;1;1;;0;596,448;602,624;605,727;608,841;618,242;630,921;640,538;647,001;650,248;656,773;663,341;666,64;676,6;679,941;686,655;696,805;703,624;710,486;717,39;724,338;727,827;727,827;734,839;750,634;761,376;777,698;777,698;794,271;799,852;805,461;811,099;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
66090000;2;01/02/1974;;1;1;845,529;772,229;812,148;10;25;1;1;1;;0;811,099;816,765;822,46;822,46;828,184;828,184;833,937;833,937;839,718;845,529;845,529;839,718;839,718;828,184;822,46;816,765;811,099;805,461;799,852;799,852;794,271;788,718;783,194;783,194;772,229;772,229;777,698;777,698;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;;;
66090000;2;01/03/1974;;1;1;805,461;777,698;797,352;17;1;1;1;1;;0;777,698;777,698;794,271;794,271;794,271;799,852;794,271;799,852;799,852;799,852;794,271;788,718;788,718;788,718;788,718;799,852;805,461;799,852;799,852;799,852;799,852;799,852;799,852;799,852;805,461;805,461;805,461;805,461;805,461;805,461;799,852;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
66090000;2;01/04/1974;;1;1;805,461;731,327;753,468;1;23;1;1;1;;0;805,461;799,852;794,271;783,194;777,698;777,698;772,229;766,789;761,376;755,992;750,634;750,634;745,436;745,436;741,893;741,893;741,893;741,893;738,36;738,36;738,36;734,839;731,327;738,36;738,36;738,36;738,36;738,36;738,36;738,36;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
66090000;2;01/05/1974;;1;1;745,436;690,028;729,177;4;31;1;1;1;;0;741,893;741,893;741,893;745,436;745,436;745,436;745,436;741,893;741,893;738,36;738,36;738,36;741,893;738,36;738,36;734,839;731,327;731,327;731,327;727,827;727,827;724,338;724,338;717,39;717,39;713,933;707,05;703,624;703,624;693,411;690,028;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
66090000;2;01/06/1974;;1;1;683,293;473,283;583,984;1;30;1;1;1;;0;683,293;676,6;673,269;669,949;660,052;647,001;640,538;634,116;624,561;624,561;618,242;615,098;611,964;608,841;608,841;599,531;590,313;581,185;566,174;545,578;539,783;534,027;525,467;522,633;508,611;492,104;486,679;481,292;475,943;473,283;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
66090000;2;01/07/1974;;1;1;470,633;360,962;412,278;1;30;1;1;1;;0;470,633;467,991;467,991;467,991;467,991;467,991;467,991;462,738;460,125;454,928;449,769;437,034;424,533;417,142;409,835;405,009;400,219;395,466;386,068;381,423;372,24;367,702;367,702;365,447;365,447;365,447;365,447;363,2;363,2;360,962;360,962;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
66090000;2;01/08/1974;;1;1;360,962;307,842;330,089;1;30;1;1;1;;0;360,962;356,512;352,098;352,098;347,719;343,375;341,216;336,923;330,55;328,443;326,345;326,345;326,345;326,345;326,345;326,345;324,255;322,173;322,173;322,173;322,173;324,255;326,345;326,345;326,345;326,345;324,255;322,173;320,1;307,842;307,842;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
66090000;2;01/09/1974;;1;1;307,842;271,012;286,088;1;19;1;1;1;;0;307,842;303,823;301,827;297,858;293,924;293,924;295,887;299,838;290,023;290,023;288,085;286,155;286,155;282,32;282,32;278,518;278,518;272,876;271,012;271,012;271,012;271,012;271,012;271,012;280,415;286,155;290,023;290,023;290,023;290,023;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
66090000;2;01/10/1974;;1;1;324,255;271,012;289,831;31;15;1;1;1;;0;290,023;293,924;295,887;301,827;305,828;305,828;299,838;290,023;286,155;284,233;282,32;282,32;282,32;278,518;271,012;271,012;271,012;271,012;271,012;271,012;271,012;271,012;274,749;280,415;290,023;293,924;313,933;318,036;320,1;322,173;324,255;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
66090000;2;01/11/1974;;1;1;347,719;290,023;319,378;4;27;1;1;1;;0;330,55;336,923;343,375;347,719;347,719;341,216;330,55;320,1;311,894;309,864;311,894;320,1;339,065;330,55;322,173;309,864;305,828;305,828;311,894;318,036;326,345;328,443;322,173;311,894;303,823;295,887;290,023;293,924;303,823;309,864;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
66090000;2;01/12/1974;;1;1;554,346;307,842;425,397;31;1;1;1;1;;0;307,842;315,98;320,1;324,255;336,923;354,301;358,733;365,447;372,24;381,423;393,103;400,219;412,261;417,142;434,516;442,1;447,203;452,344;454,928;457,522;457,522;460,125;467,991;473,283;475,943;486,679;497,568;508,611;522,633;534,027;554,346;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
66090000;2;01/01/1975;;1;1;761,376;563,202;720,062;20;1;1;1;1;;0;563,202;611,964;630,921;643,764;650,248;666,64;679,941;690,028;700,209;710,486;717,39;727,827;734,839;741,893;745,436;745,436;750,634;750,634;755,992;761,376;761,376;761,376;761,376;761,376;761,376;761,376;761,376;755,992;755,992;755,992;745,436;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
66090000;2;01/02/1975;;1;1;745,436;724,338;735,48;4;23;1;1;1;;0;741,893;741,893;741,893;745,436;745,436;738,36;738,36;738,36;738,36;738,36;741,893;731,327;731,327;731,327;738,36;738,36;731,327;731,327;731,327;731,327;731,327;727,827;724,338;724,338;734,839;734,839;734,839;734,839;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;;;
66090000;2;01/03/1975;;1;1;788,718;734,839;766,53;21;1;1;1;1;;0;734,839;734,839;734,839;741,893;741,893;745,436;750,634;755,992;761,376;761,376;766,789;761,376;772,229;772,229;772,229;772,229;777,698;777,698;783,194;783,194;788,718;788,718;788,718;783,194;777,698;772,229;772,229;772,229;772,229;766,789;777,698;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
66090000;2;01/04/1975;;1;1;794,271;755,992;773,387;16;28;1;1;1;;0;772,229;772,229;772,229;772,229;772,229;766,789;772,229;761,376;761,376;761,376;777,698;777,698;777,698;783,194;788,718;794,271;794,271;788,718;788,718;788,718;788,718;783,194;772,229;761,376;761,376;761,376;761,376;755,992;755,992;755,992;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
66090000;2;01/05/1975;;1;1;761,376;637,322;721,765;6;31;1;1;1;;0;755,992;755,992;755,992;755,992;755,992;761,376;761,376;761,376;761,376;761,376;755,992;745,436;741,893;738,36;738,36;734,839;731,327;724,338;720,859;717,39;710,486;707,05;700,209;693,411;686,655;679,941;669,949;660,052;650,248;643,764;637,322;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
66090000;2;01/06/1975;;1;1;627,736;432,006;499,399;1;30;1;1;1;;0;627,736;621,396;608,841;581,185;572,149;560,24;548,491;542,676;534,027;528,311;522,633;514,191;492,104;489,387;489,387;483,98;478,613;470,633;462,738;454,928;449,769;442,1;442,1;439,563;437,034;439,563;442,1;439,563;434,516;432,006;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
66090000;2;01/07/1975;;1;1;437,034;374,522;414,216;1;31;1;1;1;;0;437,034;432,006;432,006;432,006;432,006;432,006;429,505;429,505;429,505;429,505;429,505;429,505;429,505;429,505;427,014;427,014;424,533;422,06;414,697;407,417;405,009;397,838;397,838;395,466;390,749;388,404;388,404;386,068;383,741;376,814;374,522;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
66090000;2;01/08/1975;;1;1;369,967;301,827;331,586;1;31;1;1;1;;0;369,967;367,702;367,702;365,447;360,962;356,512;349,904;347,719;343,375;343,375;341,216;339,065;336,923;334,79;330,55;326,345;324,255;322,173;322,173;322,173;320,1;318,036;313,933;313,933;309,864;305,828;305,828;305,828;305,828;305,828;301,827;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
66090000;2;01/09/1975;;1;1;301,827;267,309;282,96;1;23;1;1;1;;0;301,827;301,827;297,858;297,858;297,858;293,924;293,924;290,023;290,023;286,155;286,155;286,155;286,155;286,155;282,32;282,32;278,518;278,518;274,749;271,012;271,012;271,012;267,309;267,309;267,309;267,309;271,012;278,518;278,518;286,155;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
66090000;2;01/10/1975;;1;1;318,036;293,924;308,738;5;31;1;1;1;;0;299,838;303,823;309,864;313,933;318,036;318,036;313,933;309,864;305,828;305,828;305,828;305,828;309,864;313,933;318,036;318,036;318,036;313,933;309,864;307,842;301,827;297,858;297,858;301,827;307,842;313,933;318,036;313,933;303,823;299,838;293,924;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
66090000;2;01/11/1975;;1;1;483,98;286,155;387,64;30;1;1;1;1;;0;286,155;286,155;286,155;288,085;295,887;305,828;322,173;343,375;347,719;349,904;352,098;356,512;358,733;369,967;376,814;386,068;405,009;417,142;429,505;432,006;439,563;447,203;452,344;457,522;467,991;462,738;467,991;473,283;481,292;483,98;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
66090000;2;01/12/1975;;1;1;696,805;492,104;640,677;17;1;1;1;1;;0;492,104;503,07;514,191;525,467;536,9;545,578;566,174;578,163;602,624;621,396;637,322;647,001;660,052;673,269;679,941;686,655;696,805;693,411;693,411;696,805;696,805;690,028;693,411;693,411;693,411;693,411;690,028;690,028;693,411;693,411;683,293;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
66090000;2;01/01/1976;;1;1;745,436;669,949;721,382;19;3;1;1;1;;0;676,6;673,269;669,949;669,949;676,6;686,655;696,805;703,624;710,486;720,859;720,859;720,859;720,859;724,338;731,327;731,327;738,36;738,36;745,436;745,436;745,436;745,436;745,436;745,436;745,436;741,893;738,36;738,36;738,36;738,36;738,36;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
66090000;2;01/02/1976;;1;1;911,384;731,327;797,019;29;5;1;1;1;;0;738,36;738,36;734,839;734,839;731,327;738,36;738,36;738,36;741,893;745,436;745,436;750,634;755,992;761,376;761,376;777,698;794,271;822,46;822,46;822,46;839,718;845,529;863,135;875,019;887,022;893,068;899,143;905,249;911,384;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;;
66090000;2;01/03/1976;;1;1;923,746;857,237;911,503;7;31;1;1;1;;0;911,384;917,55;917,55;917,55;917,55;917,55;923,746;923,746;923,746;923,746;917,55;917,55;923,746;923,746;923,746;923,746;923,746;923,746;923,746;917,55;917,55;917,55;911,384;905,249;905,249;905,249;893,068;881,006;881,006;869,063;857,237;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
66090000;2;01/04/1976;;1;1;942,515;799,852;871,964;11;30;1;1;1;;0;857,237;857,237;863,135;875,019;899,143;917,55;923,746;929,972;929,972;923,746;942,515;923,746;911,384;899,143;881,006;881,006;881,006;869,063;869,063;869,063;869,063;851,368;839,718;828,184;828,184;816,765;811,099;805,461;805,461;799,852;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
66090000;2;01/05/1976;;1;1;794,271;663,341;718,012;1;25;1;1;1;;0;794,271;788,718;777,698;777,698;772,229;772,229;761,376;755,992;745,436;741,893;734,839;727,827;727,827;724,338;720,859;717,39;710,486;707,05;703,624;696,805;693,411;686,655;679,941;669,949;663,341;666,64;666,64;666,64;673,269;669,949;663,341;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
66090000;2;01/06/1976;;1;1;643,764;516,995;599,063;1;30;1;1;1;;0;643,764;643,764;643,764;643,764;643,764;643,764;643,764;637,322;634,116;630,921;630,921;621,396;618,242;611,964;611,964;605,727;599,531;596,448;584,218;581,185;578,163;572,149;566,174;560,24;554,346;548,491;542,676;536,9;525,467;516,995;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
66090000;2;01/07/1976;;1;1;511,396;405,009;462,363;1;31;1;1;1;;0;511,396;505,836;500,314;500,314;494,831;494,831;500,314;494,831;494,831;494,831;489,387;483,98;481,292;478,613;473,283;467,991;465,36;457,522;452,344;447,203;442,1;439,563;434,516;429,505;424,533;422,06;417,142;412,261;409,835;407,417;405,009;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
66090000;2;01/08/1976;;1;1;402,609;322,173;361,956;1;31;1;1;1;;0;402,609;400,219;397,838;395,466;393,103;390,749;388,404;383,741;381,423;379,114;376,814;374,522;372,24;369,967;365,447;363,2;360,962;356,512;354,301;347,719;345,543;343,375;341,216;339,065;334,79;330,55;330,55;326,345;326,345;326,345;322,173;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
66090000;2;01/09/1976;;1;1;345,543;311,894;323,089;29;10;1;1;1;;0;322,173;318,036;313,933;313,933;318,036;318,036;322,173;320,1;313,933;311,894;311,894;318,036;318,036;318,036;318,036;320,1;318,036;320,1;322,173;322,173;322,173;322,173;324,255;326,345;330,55;334,79;339,065;343,375;345,543;345,543;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
66090000;2;01/10/1976;;1;1;379,114;326,345;353,904;30;23;1;1;1;;0;347,719;352,098;358,733;365,447;365,447;360,962;356,512;352,098;349,904;347,719;347,719;349,904;356,512;363,2;365,447;365,447;365,447;360,962;354,301;349,904;339,065;330,55;326,345;326,345;328,443;336,923;354,301;367,702;374,522;379,114;372,24;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
66090000;2;01/11/1976;;1;1;478,613;374,522;431,104;30;1;1;1;1;;0;374,522;374,522;374,522;381,423;386,068;400,219;412,261;419,596;424,533;429,505;432,006;437,034;442,1;444,647;447,203;449,769;452,344;447,203;442,1;447,203;449,769;444,647;442,1;439,563;437,034;442,1;452,344;457,522;470,633;478,613;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
66090000;2;01/12/1976;;1;1;653,506;489,387;562,866;31;1;1;1;1;;0;489,387;492,104;492,104;497,568;508,611;514,191;519,809;525,467;534,027;539,783;548,491;551,413;557,288;557,288;563,202;566,174;569,156;575,151;578,163;581,185;581,185;581,185;584,218;605,727;599,531;596,448;596,448;605,727;637,322;647,001;653,506;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
66090000;2;01/01/1977;;1;1;828,184;669,949;755,334;31;1;1;1;1;;0;669,949;673,269;679,941;693,411;700,209;710,486;717,39;724,338;738,36;738,36;741,893;741,893;745,436;750,634;750,634;755,992;755,992;761,376;772,229;777,698;783,194;788,718;794,271;794,271;799,852;799,852;799,852;805,461;811,099;811,099;828,184;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
66090000;2;01/02/1977;;1;1;833,937;799,852;819,668;8;26;1;1;1;;0;822,46;811,099;805,461;822,46;816,765;816,765;828,184;833,937;833,937;833,937;833,937;828,184;828,184;828,184;833,937;828,184;828,184;828,184;822,46;822,46;816,765;811,099;805,461;805,461;805,461;799,852;799,852;799,852;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;;;
66090000;2;01/03/1977;;1;1;794,271;745,436;759,783;1;11;1;1;1;;0;794,271;788,718;794,271;794,271;788,718;777,698;766,789;761,376;755,992;750,634;745,436;755,992;755,992;750,634;750,634;745,436;745,436;745,436;745,436;745,436;745,436;750,634;755,992;755,992;755,992;755,992;755,992;755,992;750,634;750,634;761,376;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
66090000;2;01/04/1977;;1;1;777,698;724,338;756,656;10;30;1;1;1;;0;766,789;766,789;772,229;772,229;772,229;772,229;772,229;772,229;772,229;777,698;777,698;772,229;772,229;766,789;766,789;766,789;761,376;755,992;745,436;745,436;741,893;741,893;738,36;738,36;738,36;734,839;734,839;731,327;727,827;724,338;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
66090000;2;01/05/1977;;1;1;720,859;611,964;663,281;1;19;1;1;1;;0;720,859;717,39;713,933;707,05;703,624;703,624;696,805;693,411;683,293;676,6;666,64;660,052;650,248;643,764;643,764;637,322;627,736;618,242;611,964;611,964;611,964;647,001;647,001;647,001;650,248;656,773;660,052;660,052;663,341;663,341;666,64;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
66090000;2;01/06/1977;;1;1;669,949;522,633;590,153;3;30;1;1;1;;0;666,64;666,64;669,949;669,949;666,64;663,341;650,248;640,538;627,736;621,396;608,841;602,624;590,313;587,26;578,163;575,151;572,149;560,24;554,346;548,491;545,578;551,413;551,413;545,578;539,783;534,027;534,027;534,027;525,467;522,633;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
